struc	unq	tot	sym	p1	p1score	p1cls	p2	p2score	p2cls	int
3n3k	2	2	M	Q80U87	0.03244807	E	P62983	0.9926568	N	2844.2
3nc1	2	2	M	Q6P5F9	0.4430942	U	P62827	0.3160383	U	5078.3
3ohm	2	2	M	P21279	1.18e-05	E	P51432	0.0	E	3073.3
3q2t	2	4	C2	Q9CQF3	0.1778247	U	Q6NVF9	0.5102854	U	984.9
3q2t	2	4	C2	Q9CQF3	0.1778247	U	Q9CQF3	0.1778247	U	2746.4
3qq8	2	2	M	Q01853	0.8849729	U	P54731	0.8511077	U	1682.0
3rep	2	2	M	O55222	0.4744572	U	Q3UF75	0.999433	N	1927.7
3rnm	2	3	A	O08749	0.9788222	N	P53395	2.74e-06	E	889.5
3rnm	2	3	A	O08749	0.9788222	N	O08749	0.9788222	N	7899.8
3ryt	2	2	M	P70206	0.6434381	U	Q3TLP8	0.5221864	U	1118.3
3sde	2	2	M	Q8R326	0.8441914	U	Q99K48	0.668691	U	8864.7
3t97	2	3	A	Q63850	0.1970499	U	Q8BTS4	0.9455934	N	2260.4
3t97	2	3	A	Q63850	0.1970499	U	Q63850	0.1970499	U	2099.1
3tad	2	2	M	B2RXW8	0.13783	U	Q8C8U0	0.05899773	E	954.6
3tbl	2	5	A	P17918	0.999971	N	P62983	0.9926568	N	148.7
3tbl	2	5	A	P17918	0.999971	N	P17918	0.999971	N	1381.3
3tg1	2	2	M	P47811	0.04418672	E	Q9ESS0	0.0	E	1867.0
3tj3	2	2	M	Q60960	0.07036003	E	Q9JIH2	0.3243638	U	4332.4
3tjz	3	3	M	P84078	0.4778762	U	Q9QZE5	1.0	N	1743.7
3tjz	3	3	M	Q9QZE5	1.0	N	P61924	0.9958646	N	4013.2
3tpq	2	6	A	P62737	0.4594713	U	P62737	0.4594713	U	842.7
3tpq	2	6	A	P62737	0.4594713	U	Q5DTZ3	8.2e-06	E	3017.8
3ub5	2	2	M	P60710	0.4648651	U	P62962	0.3468106	U	2109.1
3uip	4	4	M	P63280	0.09031576	E	P63166	0.1458069	U	1211.4
3uip	4	4	M	P63280	0.09031576	E	Q9ERU9	0.7344469	U	2807.9
3uip	4	4	M	P63280	0.09031576	E	P46061	0.139116	U	1207.6
3uip	4	4	M	P63166	0.1458069	U	Q9ERU9	0.7344469	U	1356.4
3uip	4	4	M	P63166	0.1458069	U	P46061	0.139116	U	101.4
3une	14	28	C2	Q9R1P4	0.9999413	N	O70435	0.6000463	U	2755.5
3une	14	28	C2	P99026	0.9949651	N	Q9QUM9	0.9999999	N	0.1
3une	14	28	C2	P49722	0.9999986	N	O70435	0.6000463	U	360.3
3une	14	28	C2	Q9R1P0	0.9999998	N	Q9Z2U0	0.9172035	N	3030.5
3une	14	28	C2	O55234	0.9999154	N	Q9Z2U0	0.9172035	N	922.8
3une	14	28	C2	Q9R1P0	0.9999998	N	O70435	0.6000463	U	209.3
3une	14	28	C2	P49722	0.9999986	N	Q9QUM9	0.9999999	N	2823.7
3une	14	28	C2	O09061	0.9838939	N	P99026	0.9949651	N	1993.0
3une	14	28	C2	P49722	0.9999986	N	Q9R1P1	0.9999887	N	868.6
3une	14	28	C2	P49722	0.9999986	N	Q9R1P4	0.9999413	N	34.3
3une	14	28	C2	O55234	0.9999154	N	Q9Z2U1	0.9999695	N	1178.4
3une	14	28	C2	Q60692	0.9997103	N	P70195	0.177019	U	1139.7
3une	14	28	C2	P49722	0.9999986	N	Q9R1P0	0.9999998	N	2954.3
3une	14	28	C2	P49722	0.9999986	N	Q9Z2U0	0.9172035	N	273.0
3une	14	28	C2	Q60692	0.9997103	N	Q9R1P4	0.9999413	N	0.0
3une	14	28	C2	O70435	0.6000463	U	Q9QUM9	0.9999999	N	2701.2
3une	14	28	C2	P99026	0.9949651	N	O70435	0.6000463	U	736.5
3une	14	28	C2	P70195	0.177019	U	Q9R1P3	0.989288	N	0.0
3une	14	28	C2	P99026	0.9949651	N	Q60692	0.9997103	N	2341.4
3une	14	28	C2	Q9Z2U1	0.9999695	N	Q9R1P4	0.9999413	N	2715.5
3une	14	28	C2	Q9Z2U0	0.9172035	N	O70435	0.6000463	U	0.0
3une	14	28	C2	O09061	0.9838939	N	Q9Z2U1	0.9999695	N	985.7
3une	14	28	C2	Q9R1P0	0.9999998	N	Q9R1P4	0.9999413	N	288.7
3une	14	28	C2	Q9R1P1	0.9999887	N	Q9R1P3	0.989288	N	1507.4
3une	14	28	C2	P99026	0.9949651	N	Q9R1P3	0.989288	N	0.1
3une	14	28	C2	Q60692	0.9997103	N	Q9R1P1	0.9999887	N	0.1
3une	14	28	C2	P49722	0.9999986	N	P70195	0.177019	U	926.8
3une	14	28	C2	O09061	0.9838939	N	Q9R1P3	0.989288	N	0.0
3une	14	28	C2	Q9Z2U0	0.9172035	N	Q9R1P3	0.989288	N	857.0
3une	14	28	C2	Q9QUM9	0.9999999	N	P70195	0.177019	U	1184.9
3une	14	28	C2	Q9R1P0	0.9999998	N	Q9R1P1	0.9999887	N	964.2
3une	14	28	C2	O09061	0.9838939	N	Q9R1P1	0.9999887	N	1426.4
3une	14	28	C2	O09061	0.9838939	N	Q9R1P4	0.9999413	N	816.0
3une	14	28	C2	O55234	0.9999154	N	P70195	0.177019	U	0.0
3une	14	28	C2	Q9Z2U0	0.9172035	N	Q9R1P4	0.9999413	N	39.0
3une	14	28	C2	Q9R1P0	0.9999998	N	P70195	0.177019	U	0.0
3une	14	28	C2	Q9R1P4	0.9999413	N	Q9QUM9	0.9999999	N	0.0
3une	14	28	C2	P49722	0.9999986	N	Q9Z2U1	0.9999695	N	137.0
3une	14	28	C2	O09061	0.9838939	N	Q60692	0.9997103	N	0.1
3une	14	28	C2	P99026	0.9949651	N	P70195	0.177019	U	1569.1
3une	14	28	C2	P70195	0.177019	U	Q9R1P1	0.9999887	N	3260.6
3une	14	28	C2	O55234	0.9999154	N	Q9R1P3	0.989288	N	1344.2
3une	14	28	C2	P99026	0.9949651	N	Q9R1P4	0.9999413	N	1067.1
3une	14	28	C2	Q9R1P0	0.9999998	N	Q9Z2U1	0.9999695	N	267.2
3une	14	28	C2	Q60692	0.9997103	N	Q60692	0.9997103	N	1929.2
3une	14	28	C2	Q9Z2U1	0.9999695	N	O70435	0.6000463	U	0.1
3une	14	28	C2	O09061	0.9838939	N	P70195	0.177019	U	2486.3
3une	14	28	C2	Q60692	0.9997103	N	Q9QUM9	0.9999999	N	838.1
3une	14	28	C2	Q9R1P0	0.9999998	N	Q9QUM9	0.9999999	N	246.2
3une	14	28	C2	Q9R1P3	0.989288	N	Q9R1P3	0.989288	N	1532.5
3une	14	28	C2	O55234	0.9999154	N	O09061	0.9838939	N	1119.3
3une	14	28	C2	Q9Z2U0	0.9172035	N	Q9Z2U1	0.9999695	N	2896.6
3une	14	28	C2	Q9Z2U1	0.9999695	N	Q9QUM9	0.9999999	N	0.1
3une	14	28	C2	Q60692	0.9997103	N	O70435	0.6000463	U	911.2
3une	14	28	C2	Q9Z2U0	0.9172035	N	Q9QUM9	0.9999999	N	0.0
3une	14	28	C2	O55234	0.9999154	N	Q9R1P1	0.9999887	N	1672.0
3une	14	28	C2	Q9R1P0	0.9999998	N	Q9R1P3	0.989288	N	1032.9
3uyo	2	2	M	B2RQ57	0.04656387	E	P11276	0.9998004	N	1791.6
3vhx	2	4	C2	P62331	0.124516	U	E9Q5G3	0.06798606	E	2256.8
3vhx	2	4	C2	E9Q5G3	0.06798606	E	E9Q5G3	0.06798606	E	2100.3
3wkt	2	2	M	P37040	0.2767899	U	P14901	0.4699285	U	1893.6
3wtp	5	8	A	Q6ZWY9	0.264898	U	P84244	0.8277982	U	0.0
3wtp	5	8	A	P62806	0.9367234	N	Q8CGP6	0.913338	N	831.3
3wtp	5	8	A	Q6ZWY9	0.264898	U	Q6ZWY9	0.264898	U	26.0
3wtp	5	8	A	Q8CGP6	0.913338	N	Q6ZWY9	0.264898	U	5104.4
3wtp	5	8	A	P62806	0.9367234	N	P84244	0.8277982	U	5118.8
3wtp	5	8	A	P62806	0.9367234	N	P62806	0.9367234	N	0.0
3wtp	5	8	A	Q8CGP6	0.913338	N	Q8CGP6	0.913338	N	252.9
3wtp	5	8	A	Q8CGP6	0.913338	N	P84244	0.8277982	U	1323.3
3wtp	5	8	A	P62806	0.9367234	N	Q6ZWY9	0.264898	U	988.3
3zjy	3	3	M	P62827	0.3160383	U	Q8K0C1	0.06993309	E	2399.7
3zjy	3	3	M	P62827	0.3160383	U	Q8BMJ3	0.6237165	U	45.5
3zjy	3	3	M	Q8K0C1	0.06993309	E	Q8BMJ3	0.6237165	U	518.5
3zni	3	3	M	P61079	0.3327464	U	P62983	0.9926568	N	1785.7
3zni	3	3	M	P22682	5.08e-06	E	P61079	0.3327464	U	1269.7
3zni	3	3	M	P22682	5.08e-06	E	P62983	0.9926568	N	936.7
4a55	2	2	M	D3YY41	4.31e-05	E	P26450	0.7425635	U	4410.6
4apf	2	4	C2	Q8CE33	3.92e-06	E	Q9JLV5	0.2039675	U	0.0
4apf	2	4	C2	Q8CE33	3.92e-06	E	Q8CE33	3.92e-06	E	3463.9
4bd2	2	4	C2	Q07813	0.05892323	E	P70444	0.09865608	E	306.7
4bd2	2	4	C2	Q07813	0.05892323	E	Q07813	0.05892323	E	7084.1
4bkx	2	4	C2	F8WHY8	0.3945034	U	O09106	0.9888216	N	5241.3
4bkx	2	4	C2	F8WHY8	0.3945034	U	F8WHY8	0.3945034	U	2332.6
4c0o	2	2	M	Q6P2B1	0.4348885	U	Q6PDM2	0.2572411	U	4199.0
4cay	2	2	M	Q3THW5	0.7709873	U	Q6ZWY9	0.264898	U	5112.0
4cfr	2	3	A	P07091	0.08168239	E	Q8VDD5	0.9468465	N	2087.2
4cfr	2	3	A	P07091	0.08168239	E	P07091	0.08168239	E	2910.0
4d10	8	8	M	G3UXW9	0.9831658	N	O35864	0.9861414	N	0.0
4d10	8	8	M	Q9CZ04	0.5798172	U	Q8VBV7	0.03979981	E	712.1
4d10	8	8	M	P61202	0.9901496	N	O88543	0.9999943	N	126.1
4d10	8	8	M	O88543	0.9999943	N	O35864	0.9861414	N	4.8
4d10	8	8	M	P61202	0.9901496	N	Q8VBV7	0.03979981	E	0.0
4d10	8	8	M	O35864	0.9861414	N	Q9CZ04	0.5798172	U	632.1
4d10	8	8	M	O88543	0.9999943	N	Q9CZ04	0.5798172	U	212.7
4d10	8	8	M	G3UXW9	0.9831658	N	P61202	0.9901496	N	2982.4
4d10	8	8	M	O88544	0.9999883	N	Q8VBV7	0.03979981	E	-0.1
4d10	8	8	M	G3UXW9	0.9831658	N	O88543	0.9999943	N	4223.9
4d10	8	8	M	P61202	0.9901496	N	O88544	0.9999883	N	1080.0
4d10	8	8	M	O88543	0.9999943	N	Q8VBV7	0.03979981	E	3122.8
4d10	8	8	M	G3UXW9	0.9831658	N	O88544	0.9999883	N	0.0
4d10	8	8	M	O88544	0.9999883	N	O35864	0.9861414	N	1114.3
4d10	8	8	M	P61202	0.9901496	N	Q9CZ04	0.5798172	U	12.7
4d10	8	8	M	O88543	0.9999943	N	O88544	0.9999883	N	0.0
4d10	8	8	M	O88544	0.9999883	N	Q9CZ04	0.5798172	U	1724.3
4d10	8	8	M	P61202	0.9901496	N	O35864	0.9861414	N	1341.7
4d10	8	8	M	O35864	0.9861414	N	Q8VBV7	0.03979981	E	890.8
4d10	8	8	M	G3UXW9	0.9831658	N	Q8VBV7	0.03979981	E	0.0
4dhx	2	3	A	Q9WUU9	0.9328569	N	Q9JIX0	0.3351915	U	2932.6
4dhx	2	3	A	Q9JIX0	0.3351915	U	Q9JIX0	0.3351915	U	66.7
4dpg	2	3	A	Q99MN1	0.3305059	U	Q8R010	0.7649174	U	2334.0
4dpg	2	3	A	Q99MN1	0.3305059	U	Q99MN1	0.3305059	U	8441.2
4drj	2	2	M	P30416	0.09593864	E	Q9JLN9	0.000184797	E	567.1
4eah	2	4	C2	Q6ZPF4	0.03870856	E	Q6ZPF4	0.03870856	E	8251.8
4eah	2	4	C2	Q6ZPF4	0.03870856	E	P62737	0.4594713	U	2783.0
4eah	2	4	C2	P62737	0.4594713	U	P62737	0.4594713	U	15.0
4ehp	2	2	M	Q64727	0.1010529	U	P26231	0.8216004	U	4439.0
4f38	2	2	M	Q9QUI0	0.3306354	U	Q99PT1	0.7091233	U	2809.3
4fap	2	2	M	P26883	0.1314209	U	Q9JLN9	0.000184797	E	766.8
4hmy	5	5	M	Q9DBG3	0.9999999	N	P35585	0.02035983	E	6465.5
4hmy	5	5	M	P22892	0.1818659	U	Q9DBG3	0.9999999	N	2938.4
4hmy	5	5	M	Q9DBG3	0.9999999	N	P84078	0.4778762	U	1604.9
4hmy	5	5	M	P22892	0.1818659	U	P35585	0.02035983	E	318.3
4hre	2	4	C2	P07356	0.6779466	U	P08207	0.9821681	N	1391.9
4hre	2	4	C2	P08207	0.9821681	N	P08207	0.9821681	N	2717.7
4i6l	2	2	M	Q7TQI3	0.3677782	U	P62983	0.9926568	N	1613.8
4imy	3	3	M	Q99J95	0.8455226	U	Q9QWV9	0.4985286	U	1943.5
4imy	3	3	M	Q9QWV9	0.4985286	U	Q9ESC8	0.000600726	E	2825.8
4iyp	2	2	M	Q61249	0.1348743	U	P63330	0.09582701	E	1812.3
4jd2	8	8	M	Q9WV32	0.9988518	N	Q9CQI3	0.03697174	E	799.3
4jd2	8	8	M	Q99JY9	0.999932	N	Q9JM76	0.9989048	N	1850.6
4jd2	8	8	M	Q99JY9	0.999932	N	P59999	0.9998913	N	856.0
4jd2	8	8	M	P61161	0.76424	U	Q9WV32	0.9988518	N	396.1
4jd2	8	8	M	Q9WV32	0.9988518	N	P59999	0.9998913	N	2298.6
4jd2	8	8	M	P61161	0.76424	U	P59999	0.9998913	N	1585.0
4jd2	8	8	M	P59999	0.9998913	N	Q9CQI3	0.03697174	E	0.0
4jd2	8	8	M	Q9WV32	0.9988518	N	Q9CVB6	0.4675481	U	75.7
4jd2	8	8	M	P61161	0.76424	U	Q9CQI3	0.03697174	E	2411.7
4jd2	8	8	M	P61161	0.76424	U	Q9CVB6	0.4675481	U	0.0
4jd2	8	8	M	Q9CVB6	0.4675481	U	P59999	0.9998913	N	4346.7
4jd2	8	8	M	P61161	0.76424	U	Q9CPW4	0.03049294	E	1001.8
4jd2	8	8	M	Q9WV32	0.9988518	N	Q9CPW4	0.03049294	E	1358.8
4jd2	8	8	M	Q99JY9	0.999932	N	P61161	0.76424	U	1611.6
4jd2	8	8	M	P59999	0.9998913	N	Q9CPW4	0.03049294	E	1868.8
4jd2	8	8	M	Q99JY9	0.999932	N	Q9CVB6	0.4675481	U	3323.0
4kbq	2	2	M	Q9WUD1	0.9857178	N	P63017	0.999908	N	1948.5
4kit	2	2	M	Q6P4T2	0.9911026	N	Q99PV0	0.9999809	N	5273.0
4kvg	2	2	M	Q99JI6	0.5261117	U	Q8R5A3	0.101942	U	1064.1
4l18	2	2	M	G3UWD2	0.3153102	U	P27577	1.84e-06	E	921.5
4l79	2	2	M	P46735	0.9580739	N	P62204	0.6559055	U	3411.3
4mne	2	4	C2	P31938	0.07734669	E	P04627	0.2631593	U	2789.2
4mne	2	4	C2	P04627	0.2631593	U	P04627	0.2631593	U	1984.0
4nif	2	4	C2	P18654	0.8749574	U	P63085	0.3015919	U	2978.5
4nif	2	4	C2	P63085	0.3015919	U	P63085	0.3015919	U	25.0
4nif	2	4	C2	P18654	0.8749574	U	P18654	0.8749574	U	2094.1
4nqk	2	10	A	P62983	0.9926568	N	P62983	0.9926568	N	60.4
4nqk	2	10	A	Q6Q899	0.2582021	U	P62983	0.9926568	N	1344.1
4nqk	2	10	A	Q6Q899	0.2582021	U	Q6Q899	0.2582021	U	2011.2
4o27	2	2	M	Q06138	0.3833877	U	Q99KH8	0.04597766	E	1718.8
4ol0	2	2	M	P62827	0.3160383	U	Q6P2B1	0.4348885	U	4005.4
4pj1	2	28	D	Q64433	0.4043083	U	P63038	0.8436179	U	935.2
4pj1	2	28	D	Q64433	0.4043083	U	Q64433	0.4043083	U	1479.5
4pj1	2	28	D	P63038	0.8436179	U	P63038	0.8436179	U	4312.2
4pjo	9	9	M	P62307	0.05715172	E	Q62376	0.9999269	N	543.2
4pjo	9	9	M	P62305	5.66e-06	E	P62307	0.05715172	E	1671.9
4pjo	9	9	M	P62320	1.0	N	P62307	0.05715172	E	0.0
4pjo	9	9	M	P62305	5.66e-06	E	Q62376	0.9999269	N	161.0
4pjo	9	9	M	P27048	0.9950891	N	P62307	0.05715172	E	0.0
4pjo	9	9	M	P62305	5.66e-06	E	P62309	0.721795	U	1992.6
4pjo	9	9	M	P27048	0.9950891	N	P62305	5.66e-06	E	0.0
4pjo	9	9	M	P62320	1.0	N	P62305	5.66e-06	E	50.8
4pjo	9	9	M	P27048	0.9950891	N	Q62241	0.6391788	U	0.0
4pjo	9	9	M	P62317	0.9982405	N	P62309	0.721795	U	0.0
4pjo	9	9	M	P62320	1.0	N	P27048	0.9950891	N	1831.8
4pjo	9	9	M	P62320	1.0	N	Q62241	0.6391788	U	1097.8
4pjo	9	9	M	P62307	0.05715172	E	P62309	0.721795	U	0.0
4pjo	9	9	M	P62320	1.0	N	P62317	0.9982405	N	0.0
4pjo	9	9	M	P62309	0.721795	U	Q62241	0.6391788	U	195.1
4pjo	9	9	M	P62317	0.9982405	N	P62307	0.05715172	E	1562.6
4pjo	9	9	M	P27048	0.9950891	N	P62317	0.9982405	N	0.0
4pjo	9	9	M	P62320	1.0	N	P62309	0.721795	U	1732.8
4pjo	9	9	M	P62320	1.0	N	Q62376	0.9999269	N	1536.8
4pjo	9	9	M	P62317	0.9982405	N	P62305	5.66e-06	E	0.0
4pjo	9	9	M	P62309	0.721795	U	Q62376	0.9999269	N	110.8
4pjo	9	9	M	P27048	0.9950891	N	Q62376	0.9999269	N	858.0
4pjo	9	9	M	P62317	0.9982405	N	Q62376	0.9999269	N	2059.9
4pjo	9	9	M	Q62376	0.9999269	N	Q62241	0.6391788	U	566.0
4pjo	9	9	M	P62317	0.9982405	N	Q62241	0.6391788	U	0.0
4pjo	9	9	M	P27048	0.9950891	N	P62309	0.721795	U	36.0
4pjw	2	2	M	O35638	0.1745516	U	Q61550	0.7920564	U	7062.3
4qfs	3	3	M	Q9R078	0.01874925	E	O54950	0.9999484	N	1998.5
4qfs	3	3	M	Q5EG47	0.6482516	U	O54950	0.9999484	N	732.8
4qfs	3	3	M	Q5EG47	0.6482516	U	Q9R078	0.01874925	E	5466.2
4rr2	2	2	M	P20664	0.9503453	N	P33610	0.996677	N	1619.2
4tyh	2	2	M	P49138	1.76e-06	E	P47811	0.04418672	E	5981.3
4ue5	5	5	M	P16254	0.9946577	N	P49962	0.8707642	U	1661.8
4ue5	5	5	M	P14576	0.9918973	N	Q9D104	0.2278827	U	197.9
4uj5	2	2	M	P46638	0.2871007	U	Q68EF0	0.214413	U	1290.7
4uyk	2	2	M	P49962	0.8707642	U	P16254	0.9946577	N	3187.1
4wk4	2	2	M	P11688	0.9446076	N	P09055	0.8725158	U	3340.3
4wwr	2	2	M	Q3UF95	0.7920924	U	P21126	0.5441551	U	2535.8
4xoi	2	2	M	Q9QUI0	0.3306354	U	Q8K298	0.1781463	U	1387.7
4xxb	2	2	M	Q9CXW4	0.9997843	N	P23804	0.1817069	U	2228.7
4y72	3	3	M	P11440	0.3271984	U	P24860	0.1468824	U	2580.2
4y72	3	3	M	P11440	0.3271984	U	P56390	0.9999017	N	1435.9
4y97	2	2	M	P33611	0.9938866	N	P33609	0.9995497	N	3456.0
4yc6	2	2	M	P11440	0.3271984	U	P61025	0.01863796	E	1487.5
4yc7	2	2	M	P60766	0.09315526	E	Q6ZPF4	0.03870856	E	3094.9
4zjv	2	2	M	Q01279	0.5101556	U	Q99JZ7	2.91e-06	E	3285.6
5a1y	8	21	A	Q9QZE5	1.0	N	P61924	0.9958646	N	735.0
5a1y	8	21	A	Q9JIF7	0.999997	N	Q5XJY5	0.9982699	N	760.7
5a1y	8	21	A	Q9QZE5	1.0	N	Q9JIF7	0.999997	N	1332.2
5a1y	8	21	A	O55029	0.9970059	N	Q9QZE5	1.0	N	1001.8
5a1y	8	21	A	P84078	0.4778762	U	Q9JIF7	0.999997	N	182.3
5a1y	8	21	A	Q8CIE6	0.9741455	N	Q9QZE5	1.0	N	-0.1
5a1y	8	21	A	O55029	0.9970059	N	Q9JIF7	0.999997	N	289.6
5a1y	8	21	A	P84078	0.4778762	U	Q9QZE5	1.0	N	123.6
5a1y	8	21	A	P84078	0.4778762	U	P84078	0.4778762	U	0.0
5a1y	8	21	A	Q8CIE6	0.9741455	N	Q9JIF7	0.999997	N	1028.6
5a1y	8	21	A	O55029	0.9970059	N	Q5XJY5	0.9982699	N	9.6
5a1y	8	21	A	Q8CIE6	0.9741455	N	O55029	0.9970059	N	1792.0
5a1y	8	21	A	Q8CIE6	0.9741455	N	O89079	0.09079918	E	720.3
5a1y	8	21	A	P84078	0.4778762	U	Q5XJY5	0.9982699	N	0.0
5a1y	8	21	A	P84078	0.4778762	U	O55029	0.9970059	N	144.1
5a5t	8	8	M	Q9DCH4	0.9999999	N	Q9DBZ5	0.9934509	N	279.5
5a5t	8	8	M	P23116	0.3977074	U	P60229	0.9999995	N	-0.1
5a5t	8	8	M	P23116	0.3977074	U	Q9DCH4	0.9999999	N	2849.6
5a5t	8	8	M	Q91WK2	0.9999985	N	Q8QZY1	0.9999996	N	272.7
5a5t	8	8	M	Q9DCH4	0.9999999	N	Q99JX4	0.999162	N	4457.7
5a5t	8	8	M	P60229	0.9999995	N	Q9DBZ5	0.9934509	N	-0.1
5a5t	8	8	M	Q8R1B4	1.0	N	P60229	0.9999995	N	3772.3
5a5t	8	8	M	P60229	0.9999995	N	Q9DCH4	0.9999999	N	707.3
5a5t	8	8	M	Q8R1B4	1.0	N	Q9DBZ5	0.9934509	N	0.0
5a5t	8	8	M	P23116	0.3977074	U	Q8R1B4	1.0	N	5292.3
5a5t	8	8	M	P60229	0.9999995	N	Q8QZY1	0.9999996	N	2311.8
5a5t	8	8	M	P23116	0.3977074	U	Q99JX4	0.999162	N	1814.0
5a5t	8	8	M	Q8R1B4	1.0	N	Q91WK2	0.9999985	N	1135.5
5a5t	8	8	M	Q8R1B4	1.0	N	Q8QZY1	0.9999996	N	0.0
5a5t	8	8	M	Q9DCH4	0.9999999	N	Q8QZY1	0.9999996	N	1007.6
5a5t	8	8	M	Q8R1B4	1.0	N	Q9DCH4	0.9999999	N	908.3
5a5t	8	8	M	Q8QZY1	0.9999996	N	Q99JX4	0.999162	N	0.0
5a5t	8	8	M	Q9DCH4	0.9999999	N	Q91WK2	0.9999985	N	7015.3
5a5t	8	8	M	Q91WK2	0.9999985	N	Q99JX4	0.999162	N	744.8
5a5t	8	8	M	Q91WK2	0.9999985	N	Q9DBZ5	0.9934509	N	387.9
5a5t	8	8	M	Q8R1B4	1.0	N	Q99JX4	0.999162	N	0.0
5a5t	8	8	M	P60229	0.9999995	N	Q91WK2	0.9999985	N	-0.1
5a5t	8	8	M	Q9DBZ5	0.9934509	N	Q8QZY1	0.9999996	N	4558.3
5a5t	8	8	M	Q9DBZ5	0.9934509	N	Q99JX4	0.999162	N	198.2
5a5t	8	8	M	P23116	0.3977074	U	Q91WK2	0.9999985	N	3604.8
5a9q	10	304	C	Q9Z0W3	0.564405	U	Q99P88	0.9050719	N	1136.9
5a9q	10	304	C	Q8BH74	0.9997333	N	Q9D1M0	0.8026305	U	490.5
5a9q	10	304	C	Q8R0G9	0.5576096	U	Q8BH74	0.9997333	N	528.0
5a9q	10	304	C	Q8R0G9	0.5576096	U	Q8R0G9	0.5576096	U	0.0
5a9q	10	304	C	Q9CWU9	0.9972522	N	Q8R0G9	0.5576096	U	28.9
5a9q	10	304	C	Q9Z0W3	0.564405	U	Q8BH74	0.9997333	N	427.7
5a9q	10	304	C	P59235	0.007809265	E	Q8BH74	0.9997333	N	-0.0
5a9q	10	304	C	Q9CWU9	0.9972522	N	Q8BH74	0.9997333	N	0.0
5a9q	10	304	C	Q9CWU9	0.9972522	N	Q99P88	0.9050719	N	0.0
5a9q	10	304	C	P59235	0.007809265	E	Q8R480	0.9674656	N	513.2
5a9q	10	304	C	Q9Z0W3	0.564405	U	Q8R0G9	0.5576096	U	2376.6
5a9q	10	304	C	Q9Z0W3	0.564405	U	Q9CWU9	0.9972522	N	706.3
5bnx	4	4	M	P62806	0.9367234	N	Q9CQE6	0.6920015	U	1136.1
5bnx	4	4	M	P84244	0.8277982	U	Q9CQE6	0.6920015	U	1701.1
5bnx	4	4	M	P62806	0.9367234	N	P97310	0.9997919	N	2367.0
5bnx	4	4	M	P84244	0.8277982	U	P62806	0.9367234	N	4205.8
5bnx	4	4	M	P84244	0.8277982	U	P97310	0.9997919	N	1710.0
5bnx	4	4	M	P97310	0.9997919	N	Q9CQE6	0.6920015	U	84.5
5bo0	4	4	M	P62806	0.9367234	N	Q9CQE6	0.6920015	U	1109.3
5bo0	4	4	M	P84228	0.02762913	E	Q9CQE6	0.6920015	U	1745.5
5bo0	4	4	M	P62806	0.9367234	N	P97310	0.9997919	N	2413.2
5bo0	4	4	M	P84228	0.02762913	E	P62806	0.9367234	N	4191.7
5bo0	4	4	M	P84228	0.02762913	E	P97310	0.9997919	N	1675.2
5bo0	4	4	M	P97310	0.9997919	N	Q9CQE6	0.6920015	U	80.5
5brm	2	15	A	Q921Y0	0.5090103	U	Q921Y0	0.5090103	U	1618.0
5bs7	3	6	C2	P84228	0.02762913	E	P84228	0.02762913	E	1138.6
5bs7	3	6	C2	P84228	0.02762913	E	Q68FG3	0.02447519	E	1208.9
5bs7	3	6	C2	P84228	0.02762913	E	P62806	0.9367234	N	3272.9
5bs7	3	6	C2	P62806	0.9367234	N	P62806	0.9367234	N	-0.1
5bs7	3	6	C2	P62806	0.9367234	N	Q68FG3	0.02447519	E	1538.6
